waiting duration
 80.0000000   4.0166667
 71.0000000   2.1500000
 57.0000000   4.0000000
 80.0000000   4.0000000
 75.0000000   4.0000000
 77.0000000   2.0000000
 60.0000000   4.3833333
 86.0000000   4.2833333
 77.0000000   2.0333333
 56.0000000   4.8333333
 81.0000000   1.8333333
 50.0000000   5.4500000
 89.0000000   1.6166667
 54.0000000   4.8666667
 90.0000000   4.3833333
 73.0000000   1.7666667
 60.0000000   4.6666667
 83.0000000   2.0000000
 65.0000000   4.7333333
 82.0000000   4.2166667
 84.0000000   1.9000000
 54.0000000   4.9666667
 85.0000000   2.0000000
 58.0000000   4.0000000
 79.0000000   2.0000000
 57.0000000   4.0000000
 88.0000000   2.8333333
 68.0000000   4.5000000
 76.0000000   4.0666667
 78.0000000   3.7166667
 74.0000000   3.5166667
 85.0000000   4.4666667
 75.0000000   2.2166667
 65.0000000   4.8833333
 76.0000000   2.6000000
 58.0000000   4.1500000
 91.0000000   2.2000000
 50.0000000   4.7666667
 87.0000000   1.8333333
 48.0000000   4.6000000
 93.0000000   2.2666667
 54.0000000   4.1333333
 86.0000000   2.0000000
 53.0000000   4.0000000
 78.0000000   2.0000000
 52.0000000   4.0000000
 83.0000000   1.8833333
 60.0000000   4.2666667
 87.0000000   2.0833333
 49.0000000   4.4666667
 80.0000000   2.5000000
 60.0000000   4.0000000
 92.0000000   1.7666667
 43.0000000   4.3333333
 89.0000000   2.1833333
 60.0000000   4.4833333
 84.0000000   3.8833333
 69.0000000   3.3333333
 74.0000000   3.7333333
 71.0000000   4.0000000
108.0000000   1.9500000
 50.0000000   5.2666667
 77.0000000   2.0000000
 57.0000000   4.0000000
 80.0000000   2.0000000
 61.0000000   4.0000000
 82.0000000   2.0000000
 48.0000000   4.0000000
 81.0000000   3.5333333
 73.0000000   2.1666667
 62.0000000   4.5000000
 79.0000000   2.0166667
 54.0000000   4.1500000
 80.0000000   4.2000000
 73.0000000   4.3333333
 81.0000000   1.9333333
 62.0000000   4.6500000
 81.0000000   3.8166667
 71.0000000   4.0333333
 79.0000000   4.1666667
 81.0000000   4.6666667
